finding_id,audit_id,severity,category,iosa_discipline_code,standard_ref,description,risk_index,date_raised,date_closed,due_date,status,repeat_flag,root_cause,responsible_owner,probability_score,closed_on_time
460,34,Medium,Documentation,CGO,CGO 3.2.13,Synthetic finding 460 in documentation category.,8,2022-11-07,2023-01-18,2022-12-31,Closed,False,Procedure not followed,Owner 06,4,False
461,34,High,Facilities,ORG,ORG 1.7.1,Synthetic finding 461 in facilities category.,16,2022-11-08,,2023-01-29,Overdue,False,Procedure not followed,Owner 15,4,False
462,34,High,Operations,ORG,ORG 1.5.1,Synthetic finding 462 in operations category.,16,2022-11-12,2023-01-30,2023-02-07,Closed,True,Training gap,Owner 12,4,True
463,35,Low,Equipment,ORG,ORG 4.1.1,Synthetic finding 463 in equipment category.,3,2024-06-30,2024-08-17,2024-09-20,Closed,False,Procedure not followed,Owner 01,3,True
464,35,Low,Human Factors,MNT,MNT 2.9.2,Synthetic finding 464 in human factors category.,1,2024-06-30,,2024-08-12,Overdue,False,Procedure not followed,Owner 01,1,False
465,35,Low,Facilities,MNT,MNT 1.10.3,Synthetic finding 465 in facilities category.,3,2024-07-01,2024-07-25,2024-08-29,Closed,False,Procedure not followed,Owner 06,3,True
466,35,High,Human Factors,ORG,ORG 3.3.2,Synthetic finding 466 in human factors category.,12,2024-07-05,2024-08-01,2024-09-30,Closed,False,Process design,Owner 16,3,True
467,35,Medium,Training,ORG,ORG 1.1.3,Synthetic finding 467 in training category.,2,2024-07-01,2024-08-05,2024-09-16,Closed,False,Documentation gap,Owner 08,1,True
468,35,Low,Facilities,MNT,MNT 1.12.3,Synthetic finding 468 in facilities category.,1,2024-07-07,,2024-08-24,Overdue,True,Training gap,Owner 14,1,False
469,35,Low,Facilities,MNT,MNT 2.3.1,Synthetic finding 469 in facilities category.,4,2024-07-11,2024-08-29,2024-09-11,Closed,False,Documentation gap,Owner 02,4,True
470,35,Medium,Training,MNT,MNT 1.7.1,Synthetic finding 470 in training category.,2,2024-07-11,2024-08-09,2024-08-11,Closed,False,Procedure not followed,Owner 12,1,True
471,35,High,Equipment,MNT,MNT 4.1.3,Synthetic finding 471 in equipment category.,16,2024-07-08,2024-09-03,2024-09-28,Closed,True,Training gap,Owner 08,4,True
472,35,Medium,Documentation,ORG,ORG 2.4.1,Synthetic finding 472 in documentation category.,6,2024-07-11,2024-08-17,2024-10-05,Closed,False,Process design,Owner 07,3,True
473,35,High,Equipment,MNT,MNT 1.11.1A,Synthetic finding 473 in equipment category.,16,2024-07-03,,2024-08-05,Overdue,False,Procedure not followed,Owner 15,4,False
474,35,Medium,Human Factors,MNT,MNT 1.12.3,Synthetic finding 474 in human factors category.,4,2024-07-06,2024-08-09,2024-09-11,Closed,False,Training gap,Owner 11,2,True
475,35,High,Facilities,MNT,MNT 1.11.1B,Synthetic finding 475 in facilities category.,12,2024-07-03,,2024-09-06,Overdue,False,Process design,Owner 14,3,False
476,35,Medium,Operations,MNT,MNT 4.6.1,Synthetic finding 476 in operations category.,6,2024-07-09,2024-07-31,2024-09-19,Closed,False,Documentation gap,Owner 09,3,True
477,35,Low,Human Factors,ORG,ORG 4.1.3,Synthetic finding 477 in human factors category.,1,2024-07-11,2024-09-11,2024-09-01,Closed,False,Training gap,Owner 13,1,False
478,35,Low,Human Factors,MNT,MNT 1.11.7,Synthetic finding 478 in human factors category.,3,2024-07-12,2024-08-20,2024-08-19,Closed,False,Procedure not followed,Owner 19,3,False
479,35,Medium,Training,ORG,ORG 1.7.7,Synthetic finding 479 in training category.,6,2024-07-07,2024-08-20,2024-10-01,Closed,False,Training gap,Owner 16,3,True
480,35,Low,Operations,MNT,MNT 2.4.2,Synthetic finding 480 in operations category.,2,2024-07-02,2024-08-18,2024-08-07,Closed,True,Procedure not followed,Owner 20,2,False
481,35,Medium,Operations,ORG,ORG 1.7.2,Synthetic finding 481 in operations category.,4,2024-07-10,2024-09-01,2024-08-23,Closed,False,Procedure not followed,Owner 17,2,False
482,35,Low,Human Factors,MNT,MNT 2.6.1,Synthetic finding 482 in human factors category.,5,2024-07-08,2024-09-02,2024-08-29,Closed,False,Procedure not followed,Owner 17,5,False
483,35,Low,Documentation,MNT,MNT 1.11.1A,Synthetic finding 483 in documentation category.,1,2024-07-06,2024-09-03,2024-09-06,Closed,False,Procedure not followed,Owner 08,1,True
484,35,Medium,Operations,ORG,ORG 1.7.9,Synthetic finding 484 in operations category.,8,2024-07-03,2024-08-20,2024-08-12,Closed,False,Procedure not followed,Owner 06,4,False
485,36,Critical,Facilities,CGO,CGO 3.2.18,Synthetic finding 485 in facilities category.,15,2023-05-08,2023-06-24,2023-08-05,Closed,True,Documentation gap,Owner 06,3,True
486,36,High,Facilities,CGO,CGO 1.10.2,Synthetic finding 486 in facilities category.,12,2023-05-06,,2023-06-13,Overdue,False,Process design,Owner 19,3,False
487,36,Low,Human Factors,ORG,ORG 1.7.12,Synthetic finding 487 in human factors category.,3,2023-05-05,2023-06-19,2023-06-26,Closed,False,Training gap,Owner 18,3,True
488,36,Low,Operations,CGO,CGO 1.6.1,Synthetic finding 488 in operations category.,5,2023-05-12,2023-07-20,2023-07-11,Closed,False,Documentation gap,Owner 13,5,False
489,36,High,Training,ORG,ORG 2.3.1,Synthetic finding 489 in training category.,12,2023-05-13,2023-06-15,2023-07-19,Closed,False,Process design,Owner 06,3,True
490,36,High,Documentation,ORG,ORG 2.1.5,Synthetic finding 490 in documentation category.,12,2023-05-09,2023-06-09,2023-06-15,Closed,False,Training gap,Owner 17,3,True
491,36,Low,Operations,ORG,ORG 1.5.1,Synthetic finding 491 in operations category.,1,2023-05-09,2023-06-04,2023-07-07,Closed,False,Resource limitation,Owner 20,1,True
492,36,Medium,Training,ORG,ORG 4.3.2,Synthetic finding 492 in training category.,2,2023-05-10,2023-07-20,2023-07-23,Closed,False,Training gap,Owner 02,1,True
493,36,Medium,Human Factors,ORG,ORG 2.1.5,Synthetic finding 493 in human factors category.,6,2023-05-09,,2023-07-06,Overdue,True,Training gap,Owner 20,3,False
494,36,Low,Facilities,ORG,ORG 1.5.5,Synthetic finding 494 in facilities category.,4,2023-05-06,2023-05-30,2023-06-22,Closed,False,Resource limitation,Owner 12,4,True
495,36,Medium,Human Factors,CGO,CGO 3.2.13,Synthetic finding 495 in human factors category.,8,2023-05-07,2023-06-07,2023-06-21,Closed,False,Resource limitation,Owner 09,4,True
496,36,High,Operations,CGO,CGO 1.10.1A,Synthetic finding 496 in operations category.,16,2023-05-04,2023-06-20,2023-07-01,Closed,False,Training gap,Owner 05,4,True
497,37,Low,Training,ORG,ORG 1.7.3,Synthetic finding 497 in training category.,4,2023-11-21,2023-12-10,2023-12-27,Closed,False,Training gap,Owner 14,4,True
498,37,Medium,Training,DSP,DSP 1.3.6,Synthetic finding 498 in training category.,4,2023-11-17,2023-12-16,2023-12-30,Closed,False,Training gap,Owner 07,2,True
499,37,High,Operations,DSP,DSP 3.6.5C,Synthetic finding 499 in operations category.,16,2023-11-13,2023-12-31,2024-01-01,Closed,False,Documentation gap,Owner 08,4,True
500,37,Low,Documentation,DSP,DSP 4.5.3,Synthetic finding 500 in documentation category.,2,2023-11-23,2023-12-31,2024-01-04,Closed,False,Resource limitation,Owner 10,2,True
501,37,Low,Operations,FLT,FLT 3.12.3,Synthetic finding 501 in operations category.,4,2023-11-19,,2024-02-09,Overdue,True,Procedure not followed,Owner 04,4,False
502,37,Medium,Documentation,DSP,DSP 1.10.4,Synthetic finding 502 in documentation category.,6,2023-11-19,2024-01-27,2024-02-04,Closed,False,Resource limitation,Owner 16,3,True
503,38,Medium,Operations,CGO,CGO 3.5.1,Synthetic finding 503 in operations category.,4,2021-04-10,2021-06-01,2021-06-28,Closed,False,Procedure not followed,Owner 20,2,True
504,38,High,Operations,ORG,ORG 3.4.1,Synthetic finding 504 in operations category.,12,2021-04-06,2021-06-02,2021-07-05,Closed,False,Documentation gap,Owner 16,3,True
505,38,High,Facilities,CGO,CGO 1.9.3,Synthetic finding 505 in facilities category.,12,2021-04-15,2021-07-06,2021-07-03,Closed,True,Procedure not followed,Owner 20,3,False
506,38,Low,Equipment,ORG,ORG 2.2.1,Synthetic finding 506 in equipment category.,1,2021-04-07,,2021-05-12,Overdue,False,Documentation gap,Owner 10,1,False
507,38,Medium,Documentation,CGO,CGO 1.9.3,Synthetic finding 507 in documentation category.,6,2021-04-18,2021-06-13,2021-06-12,Closed,False,Procedure not followed,Owner 09,3,False
508,38,Medium,Equipment,CGO,CGO 1.3.1,Synthetic finding 508 in equipment category.,4,2021-04-07,2021-05-11,2021-07-05,Closed,False,Training gap,Owner 12,2,True
509,38,High,Human Factors,CGO,CGO 3.2.4,Synthetic finding 509 in human factors category.,20,2021-04-19,2021-07-19,2021-07-18,Closed,False,Process design,Owner 03,5,False
510,38,Low,Operations,CGO,CGO 3.4.1,Synthetic finding 510 in operations category.,2,2021-04-10,2021-06-25,2021-06-20,Closed,False,Training gap,Owner 05,2,False
511,38,Medium,Documentation,CGO,CGO 1.10.3,Synthetic finding 511 in documentation category.,8,2021-04-14,2021-06-18,2021-05-14,Closed,False,Training gap,Owner 06,4,False
512,38,Medium,Operations,ORG,ORG 1.7.4,Synthetic finding 512 in operations category.,8,2021-04-19,2021-07-05,2021-06-26,Closed,False,Procedure not followed,Owner 05,4,False
513,38,Medium,Operations,ORG,ORG 1.1.4,Synthetic finding 513 in operations category.,8,2021-04-07,2021-05-09,2021-06-06,Closed,False,Procedure not followed,Owner 04,4,True
514,38,Low,Documentation,ORG,ORG 1.6.2,Synthetic finding 514 in documentation category.,5,2021-04-14,2021-06-01,2021-06-20,Closed,False,Procedure not followed,Owner 05,5,True
515,39,Medium,Human Factors,CAB,CAB 4.1.2,Synthetic finding 515 in human factors category.,8,2023-07-14,2023-08-20,2023-08-26,Closed,True,Training gap,Owner 17,4,True
516,39,Low,Human Factors,ORG,ORG 4.2.1,Synthetic finding 516 in human factors category.,1,2023-07-11,2023-08-25,2023-08-25,Closed,False,Resource limitation,Owner 11,1,True
517,39,Low,Human Factors,ORG,ORG 4.3.1,Synthetic finding 517 in human factors category.,2,2023-07-11,2023-08-14,2023-08-24,Closed,False,Procedure not followed,Owner 17,2,True
518,39,Medium,Documentation,ORG,ORG 1.2.3,Synthetic finding 518 in documentation category.,4,2023-07-10,2023-07-21,2023-08-26,Closed,False,Procedure not followed,Owner 10,2,True
519,39,Medium,Operations,CAB,CAB 1.6.6,Synthetic finding 519 in operations category.,8,2023-07-20,2023-09-09,2023-10-01,Closed,True,Procedure not followed,Owner 20,4,True
520,39,Medium,Facilities,ORG,ORG 3.2.1,Synthetic finding 520 in facilities category.,10,2023-07-10,2023-08-05,2023-09-21,Closed,True,Procedure not followed,Owner 02,5,True
521,39,High,Human Factors,ORG,ORG 1.5.7,Synthetic finding 521 in human factors category.,16,2023-07-19,2023-09-12,2023-09-19,Closed,False,Process design,Owner 19,4,True
522,39,Medium,Documentation,ORG,ORG 3.2.1,Synthetic finding 522 in documentation category.,8,2023-07-14,2023-08-06,2023-10-03,Closed,False,Procedure not followed,Owner 11,4,True
523,39,Medium,Facilities,ORG,ORG 3.6.1,Synthetic finding 523 in facilities category.,8,2023-07-16,2023-09-25,2023-09-01,Closed,True,Procedure not followed,Owner 12,4,False
524,39,Low,Training,ORG,ORG 3.2.1,Synthetic finding 524 in training category.,2,2023-07-21,2023-07-27,2023-09-06,Closed,False,Procedure not followed,Owner 03,2,True
525,39,Low,Operations,ORG,ORG 2.1.4,Synthetic finding 525 in operations category.,4,2023-07-20,2023-08-25,2023-08-25,Closed,False,Procedure not followed,Owner 10,4,True
526,39,Low,Documentation,CAB,CAB 2.2.6,Synthetic finding 526 in documentation category.,2,2023-07-14,,2023-10-01,Overdue,False,Training gap,Owner 15,2,False
527,39,Critical,Facilities,ORG,ORG 2.1.1,Synthetic finding 527 in facilities category.,20,2023-07-19,2023-08-28,2023-09-18,Closed,False,Process design,Owner 18,4,True
528,39,Low,Equipment,ORG,ORG 2.1.6,Synthetic finding 528 in equipment category.,2,2023-07-09,,2023-08-18,Overdue,False,Documentation gap,Owner 10,2,False
529,39,Low,Documentation,ORG,ORG 2.5.3,Synthetic finding 529 in documentation category.,4,2023-07-18,2023-09-16,2023-09-04,Closed,False,Training gap,Owner 14,4,False
530,39,Medium,Human Factors,ORG,ORG 2.1.8,Synthetic finding 530 in human factors category.,10,2023-07-16,,2023-09-04,Overdue,False,Process design,Owner 05,5,False
531,39,High,Operations,CAB,CAB 3.2.10,Synthetic finding 531 in operations category.,12,2023-07-15,2023-09-15,2023-08-22,Closed,False,Process design,Owner 19,3,False
532,39,High,Documentation,ORG,ORG 3.3.5,Synthetic finding 532 in documentation category.,16,2023-07-10,2023-08-28,2023-09-08,Closed,False,Documentation gap,Owner 18,4,True
533,39,Low,Facilities,ORG,ORG 1.7.8,Synthetic finding 533 in facilities category.,2,2023-07-20,,2023-09-09,Overdue,False,Process design,Owner 10,2,False
534,39,Low,Training,CAB,CAB 1.6.7,Synthetic finding 534 in training category.,1,2023-07-11,2023-08-23,2023-09-30,Closed,False,Training gap,Owner 01,1,True
535,39,Low,Equipment,ORG,ORG 1.7.9,Synthetic finding 535 in equipment category.,4,2023-07-19,2023-09-20,2023-08-29,Closed,False,Procedure not followed,Owner 20,4,False
536,39,Low,Human Factors,CAB,CAB 3.2.6,Synthetic finding 536 in human factors category.,5,2023-07-17,2023-08-02,2023-10-06,Closed,False,Procedure not followed,Owner 01,5,True
537,40,Medium,Documentation,SEC,SEC 2.1.5,Synthetic finding 537 in documentation category.,4,2023-09-12,,2023-11-28,Overdue,False,Process design,Owner 05,2,False
538,40,Low,Documentation,SEC,SEC 3.1.1,Synthetic finding 538 in documentation category.,5,2023-09-17,2023-10-26,2023-11-02,Closed,False,Documentation gap,Owner 18,5,True
539,40,Low,Equipment,SEC,SEC 2.1.6,Synthetic finding 539 in equipment category.,3,2023-09-16,2023-11-06,2023-10-17,Closed,False,Training gap,Owner 20,3,False
540,40,Low,Operations,SEC,SEC 1.9.1,Synthetic finding 540 in operations category.,4,2023-09-17,2023-10-28,2023-11-15,Closed,False,Training gap,Owner 09,4,True
541,40,Low,Human Factors,ORG,ORG 4.3.1,Synthetic finding 541 in human factors category.,1,2023-09-15,2023-11-02,2023-11-23,Closed,False,Procedure not followed,Owner 14,1,True
542,40,Low,Operations,ORG,ORG 1.5.4,Synthetic finding 542 in operations category.,3,2023-09-14,,2023-11-28,Overdue,False,Process design,Owner 06,3,False
543,40,Low,Human Factors,SEC,SEC 2.1.5,Synthetic finding 543 in human factors category.,4,2023-09-23,2023-11-01,2023-10-25,Closed,False,Documentation gap,Owner 10,4,False
544,40,High,Operations,SEC,SEC 2.1.8,Synthetic finding 544 in operations category.,20,2023-09-22,2023-10-31,2023-12-17,Closed,False,Process design,Owner 12,5,True
545,40,Low,Facilities,SEC,SEC 4.2.1,Synthetic finding 545 in facilities category.,1,2023-09-15,2023-11-17,2023-11-26,Closed,False,Documentation gap,Owner 01,1,True
546,40,High,Operations,SEC,SEC 1.5.3,Synthetic finding 546 in operations category.,16,2023-09-20,2023-10-27,2023-10-25,Closed,False,Resource limitation,Owner 06,4,False
547,40,High,Documentation,ORG,ORG 2.2.3,Synthetic finding 547 in documentation category.,12,2023-09-24,2023-10-25,2023-11-29,Closed,False,Procedure not followed,Owner 07,3,True
548,40,High,Facilities,SEC,SEC 3.6.2,Synthetic finding 548 in facilities category.,12,2023-09-22,2023-10-29,2023-12-07,Closed,False,Documentation gap,Owner 17,3,True
549,40,Low,Human Factors,ORG,ORG 3.1.3,Synthetic finding 549 in human factors category.,1,2023-09-13,2023-11-10,2023-11-13,Closed,False,Resource limitation,Owner 12,1,True
550,40,Medium,Training,ORG,ORG 2.5.4,Synthetic finding 550 in training category.,6,2023-09-14,2023-10-29,2023-12-13,Closed,False,Documentation gap,Owner 08,3,True
551,40,Low,Operations,SEC,SEC 3.4.4,Synthetic finding 551 in operations category.,1,2023-09-24,2023-11-09,2023-12-20,Closed,False,Training gap,Owner 04,1,True
552,40,Medium,Documentation,ORG,ORG 1.7.3,Synthetic finding 552 in documentation category.,6,2023-09-16,,2023-12-01,Overdue,False,Process design,Owner 20,3,False
553,40,Medium,Equipment,ORG,ORG 3.1.1,Synthetic finding 553 in equipment category.,10,2023-09-11,,2023-11-01,Overdue,False,Procedure not followed,Owner 16,5,False
554,40,Critical,Facilities,ORG,ORG 1.6.2,Synthetic finding 554 in facilities category.,15,2023-09-12,2023-10-19,2023-11-14,Closed,False,Training gap,Owner 03,3,True
555,40,Low,Training,ORG,ORG 1.5.7,Synthetic finding 555 in training category.,2,2023-09-20,,2023-11-11,Overdue,False,Procedure not followed,Owner 15,2,False
556,40,Low,Operations,SEC,SEC 3.4.7,Synthetic finding 556 in operations category.,5,2023-09-11,,2023-11-18,Overdue,False,Training gap,Owner 11,5,False
557,40,Medium,Operations,ORG,ORG 4.3.2,Synthetic finding 557 in operations category.,6,2023-09-13,2023-11-09,2023-10-17,Closed,False,Resource limitation,Owner 11,3,False
558,40,Critical,Operations,ORG,ORG 1.3.1,Synthetic finding 558 in operations category.,15,2023-09-24,2023-11-10,2023-10-29,Closed,False,Procedure not followed,Owner 19,3,False
559,41,Low,Facilities,DSP,DSP 3.6.1,Synthetic finding 559 in facilities category.,4,2021-04-27,2021-07-23,2021-06-25,Closed,False,Documentation gap,Owner 16,4,False
560,41,Low,Equipment,ORG,ORG 1.2.3,Synthetic finding 560 in equipment category.,3,2021-05-02,2021-07-02,2021-06-07,Closed,False,Resource limitation,Owner 14,3,False
561,41,Low,Human Factors,ORG,ORG 2.5.3,Synthetic finding 561 in human factors category.,4,2021-04-28,2021-06-21,2021-06-28,Closed,False,Resource limitation,Owner 02,4,True
562,41,Medium,Operations,ORG,ORG 1.1.2,Synthetic finding 562 in operations category.,2,2021-04-27,2021-06-14,2021-06-08,Closed,False,Training gap,Owner 04,1,False
563,41,Medium,Training,DSP,DSP 1.7.1,Synthetic finding 563 in training category.,8,2021-04-24,,2021-06-17,Overdue,False,Resource limitation,Owner 08,4,False
564,41,Medium,Training,DSP,DSP 3.2.5,Synthetic finding 564 in training category.,2,2021-04-28,2021-07-04,2021-07-07,Closed,False,Training gap,Owner 17,1,True
565,41,High,Documentation,ORG,ORG 3.1.4,Synthetic finding 565 in documentation category.,16,2021-04-25,,2021-07-04,Overdue,False,Procedure not followed,Owner 14,4,False
566,41,Low,Human Factors,DSP,DSP 1.8.6,Synthetic finding 566 in human factors category.,5,2021-04-21,,2021-07-07,Overdue,False,Documentation gap,Owner 08,5,False
567,41,Low,Training,DSP,DSP 1.7.2,Synthetic finding 567 in training category.,2,2021-05-01,,2021-06-26,Overdue,False,Resource limitation,Owner 11,2,False
568,41,Low,Documentation,DSP,DSP 1.3.2A,Synthetic finding 568 in documentation category.,1,2021-04-23,2021-07-07,2021-06-03,Closed,False,Procedure not followed,Owner 19,1,False
569,41,Medium,Facilities,DSP,DSP 3.6.5A,Synthetic finding 569 in facilities category.,4,2021-05-01,,2021-06-30,Overdue,False,Procedure not followed,Owner 11,2,False
570,41,Low,Operations,DSP,DSP 1.8.3,Synthetic finding 570 in operations category.,1,2021-04-26,2021-06-30,2021-06-27,Closed,False,Procedure not followed,Owner 16,1,False
571,42,Low,Equipment,ORG,ORG 2.2.3,Synthetic finding 571 in equipment category.,4,2023-11-06,2023-12-23,2023-12-17,Closed,False,Training gap,Owner 17,4,False
